doc_id,batch_id,file_name,title,year,authors_or_orgs,publishing_org_id,publisher,document_type,source_url,doi,apa_reference,in_text_citation,bibliography_status,notes,candidate_status,candidate_confidence,candidate_source_url,candidate_pdf_url,candidate_uploaded_pdf_match,candidate_apa_reference,candidate_notes,manual_review_next_step,previous_doc_id,apa_source_url_used,apa_source_basis,apa_completion_status
DOC-038,Batch 07,Corporate-Value-Chain-Accounting-Reporing-Standard_041613_2.pdf,Corporate Value Chain (Scope 3) Standard,2011.0,Greenhouse Gas Protocol (GHG-P),ORG-027,,PDF,https://ghgprotocol.org/corporate-value-chain-scope-3-standard,,Greenhouse Gas Protocol. (2011). Corporate Value Chain (Scope 3) Standard. https://ghgprotocol.org/corporate-value-chain-scope-3-standard,"(Greenhouse Gas Protocol, 2011)",Verified,Reconciliation: High fuzzy score=0.731; title_score=0.215. | One-to-one rerun: retained as the unique assignment for this PDF.,,,Greenhouse Gas Protocol (GHG-P),,,,,,DOC-022,https://ghgprotocol.org/corporate-value-chain-scope-3-standard,source_url,APA complete - public source URL
DOC-039,Batch 06,Land-Sector-and-Removals-Standard.pdf,Land Sector and Removals Guidance,2026.0,Greenhouse Gas Protocol (GHG-P),ORG-027,,PDF,https://ghgprotocol.org/land-sector-and-removals-guidance,,Greenhouse Gas Protocol. (2026). Land Sector and Removals Guidance. https://ghgprotocol.org/land-sector-and-removals-guidance,"(Greenhouse Gas Protocol, 2026)",Verified,Reconciliation: High fuzzy score=0.868; title_score=0.123. | One-to-one rerun: retained as the unique assignment for this PDF.,,,Grupo de Trabalho de Fornecedores Indiretos (GTFI),,,,,,DOC-024,https://ghgprotocol.org/land-sector-and-removals-guidance,source_url,APA complete - public source URL
DOC-040,Batch 07,HCSA-Toolkit-v2.0-Module-6-Issues-under-development-1.pdf,Scope 3 Standard Development Plan,2024.0,Greenhouse Gas Protocol (GHG-P),ORG-027,,PDF,https://ghgprotocol.org/sites/default/files/2025-01/S3-SDP-20241220.pdf,,Greenhouse Gas Protocol. (2024). Scope 3 Standard Development Plan. https://ghgprotocol.org/sites/default/files/2025-01/S3-SDP-20241220.pdf,"(Greenhouse Gas Protocol, 2024)",Verified,Reconciliation: Medium fuzzy score=0.583; title_score=0.229. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-023,https://ghgprotocol.org/sites/default/files/2025-01/S3-SDP-20241220.pdf,source_url,APA complete - public source URL
DOC-041,Batch 09,Land-Sector-and-Removals-Standard-Executive-Summary.pdf,Land Sector and Removals Standard Executive Summary,,Greenhouse Gas Protocol (GHG-P),ORG-027,,PDF,High Carbon Value (HCV) Network,,Greenhouse Gas Protocol. (n.d.). Land Sector and Removals Standard Executive Summary. High Carbon Value (HCV) Network,"(Greenhouse Gas Protocol, n.d.)",Verified,,,,High Carbon Value (HCV) Network,,,,,,,High Carbon Value (HCV) Network,candidate_source_url,APA complete - public source URL
DOC-042,Batch 09,Project Overview_25 July 2024.pdf,"Greenhouse Gas Protocol - Land Sector and Removals Initiative, Project Overview",2024.0,Greenhouse Gas Protocol (GHG-P),ORG-027,,PDF,IDH – The Sustainable Trade Initiative,,"Greenhouse Gas Protocol. (2024). Greenhouse Gas Protocol - Land Sector and Removals Initiative, Project Overview. IDH – The Sustainable Trade Initiative","(Greenhouse Gas Protocol, 2024)",Verified,,,,IDH – The Sustainable Trade Initiative,,,,,,,IDH – The Sustainable Trade Initiative,candidate_source_url,APA complete - public source URL
DOC-043,Converted Sources,DOC-030_GTFI_Boas_Praticas_Fornecedores_Indiretos_2019.pdf,Boas Práticas para monitoramento de fornecedores indiretos (converted to PDF from Website),2019.0,Grupo de Trabalho de Fornecedores Indiretos (GTFI),ORG-028,,PDF - converted source,https://gtfi.org.br/boas-praticas/,,Grupo de Trabalho de Fornecedores Indiretos. (2019). Boas Práticas para monitoramento de fornecedores indiretos (converted to PDF from Website). https://gtfi.org.br/boas-praticas/,"(Grupo de Trabalho de Fornecedores Indiretos, 2019)",Verified - user supplied converted source file,One-to-one rerun: cleared previous candidate 'criterios--minimos-de-monitoramento-de-produtos-livres-de-desmatamento-e-conversao_dc.pdf' because it was assigned to DOC-010 as the more likely match. | User supplied converted source file on 2026-05-13: DOC-030_GTFI_Boas_Praticas_Fornecedores_Indiretos_2019.pdf. Attach as retained PDF-backed record for consistent protocol handling.,user_supplied_converted_source_file,User verified,https://gtfi.org.br/boas-praticas/,,DOC-030_GTFI_Boas_Praticas_Fornecedores_Indiretos_2019.pdf,"GTFI. (2019, updated 2022). Boas Práticas para monitoramento de fornecedores indiretos.",Resolved by user-supplied converted PDF capture of the cited webpage/resource.,Retain in active corpus; no web/PDF matching required.,DOC-030,https://gtfi.org.br/boas-praticas/,source_url,APA complete - public source URL
DOC-044,Batch 08,AFi Operational Guidance - Monitoring & Verification (2020-05).pdf,Common Guidance for the Identification of HCV,2013.0,High Carbon Value (HCV) Network,ORG-029,,PDF,https://www.hcvnetwork.org/library/common-guidance-for-the-identification-of-hcv-english-indonesian-french-portuguese,,High Conservation Value Network. (2013). Common Guidance for the Identification of HCV. https://www.hcvnetwork.org/library/common-guidance-for-the-identification-of-hcv-english-indonesian-french-portuguese,"(High Conservation Value Network, 2013)",Verified,Reconciliation: Medium fuzzy score=0.533; title_score=0.034. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-031,https://www.hcvnetwork.org/library/common-guidance-for-the-identification-of-hcv-english-indonesian-french-portuguese,source_url,APA complete - public source URL
DOC-045,Batch 08,AFi Operational Guidance - Supply Chain Management (2020-05).pdf,Common Guidance for the Management & Monitoring of HCV,2022.0,High Carbon Value (HCV) Network,ORG-029,,PDF,https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286866d8bbf4719b4e1d5af_HCV_Mgmt_Monitoring_final_english.pdf,,High Conservation Value Network. (2022). Common Guidance for the Management & Monitoring of HCV. https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286866d8bbf4719b4e1d5af_HCV_Mgmt_Monitoring_final_english.pdf,"(High Conservation Value Network, 2022)",Verified,Reconciliation: Medium fuzzy score=0.5; title_score=0.05. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-032,https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286866d8bbf4719b4e1d5af_HCV_Mgmt_Monitoring_final_english.pdf,source_url,APA complete - public source URL
DOC-046,Batch 05,HCSA-Toolkit-v2.0-Module-5-HCS-Forest-Patch-Analysis-Protection-1.pdf,HCSA Toolkit v2.0 Module 5 HCS Forest Patch Analysis Protection 1,,High Carbon Value (HCV) Network,ORG-029,,PDF,https://www.hcvnetwork.org/library,,High Conservation Value Network. (n.d.). HCSA Toolkit v2.0 Module 5 HCS Forest Patch Analysis Protection 1. https://www.hcvnetwork.org/library,"(High Conservation Value Network, n.d.)",Verified,,,,,,,,,,,https://www.hcvnetwork.org/library,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-047,Batch 07,HCSA-Toolkit-v2.0-Module-7-Assuring-quality-of-HCS-assessments-1.pdf,HCSA Toolkit v2.0 Module 7 Assuring quality of HCS assessments 1,,High Carbon Value (HCV) Network,ORG-029,,PDF,https://www.hcvnetwork.org/library,,High Conservation Value Network. (n.d.). HCSA Toolkit v2.0 Module 7 Assuring quality of HCS assessments 1. https://www.hcvnetwork.org/library,"(High Conservation Value Network, n.d.)",Verified,,,,,,,,,,,https://www.hcvnetwork.org/library,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-048,Batch 08,6286878c1de2255dee34ecfc_HCVCommonGuide_English-07-17-web.pdf,HCVCommonGuide English 07 17 web,,High Carbon Value (HCV) Network,ORG-029,,PDF,https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286878c1de2255dee34ecfc_HCVCommonGuide_English-07-17-web.pdf,,High Conservation Value Network. (n.d.). HCVCommonGuide English 07 17 web. https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286878c1de2255dee34ecfc_HCVCommonGuide_English-07-17-web.pdf,"(High Conservation Value Network, n.d.)",Verified,,,,,,,,,,,https://global-uploads.webflow.com/624493bb51507d22cf218d50/6286878c1de2255dee34ecfc_HCVCommonGuide_English-07-17-web.pdf,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-049,Batch 05,SourceUp-Manual-14.6-web.pdf,Compact Manual,2021.0,IDH The Sustainable Trade Initiative,ORG-030,,PDF,https://jaresourcehub.org/wp-content/uploads/2021/12/SourceUp-Manual-14.6-web.pdf,,"IDH, The Sustainable Trade Initiative. (2021). Compact Manual. https://jaresourcehub.org/wp-content/uploads/2021/12/SourceUp-Manual-14.6-web.pdf","(IDH, 2021)",Matched to uploaded PDF (unique),Reconciliation: High URL filename score=1.0; title_score=0.219. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-070,https://jaresourcehub.org/wp-content/uploads/2021/12/SourceUp-Manual-14.6-web.pdf,source_url,APA complete - public source URL
DOC-050,Batch 09,VSA-Public-Concept-Note_22August2019.pdf,Verified Sourcing Areas: Public Concept Note,2019.0,IDH The Sustainable Trade Initiative,ORG-030,,PDF,https://www.idhsustainabletrade.com/uploaded/2018/08/VSA-Public-Concept-Note_22August2019.pdf,,"IDH, The Sustainable Trade Initiative. (2019). Verified Sourcing Areas: Public Concept Note. https://www.idhsustainabletrade.com/uploaded/2018/08/VSA-Public-Concept-Note_22August2019.pdf","(IDH, 2019)",Verified,"Reconciliation: High URL filename score=1.0; title_score=0.129. URL/filename match, but APA title appears inconsistent with PDF title; manual review recommended | One-to-one rerun: retained as the unique assignment for this PDF.",,,,,,,,,DOC-038,https://www.idhsustainabletrade.com/uploaded/2018/08/VSA-Public-Concept-Note_22August2019.pdf,source_url,APA complete - public source URL
DOC-051,Batch 09,Getting started guide_ introduction to an ecosystem approach.pdf,"Production, Protection & Inclusion (PPI) approach",2017.0,IDH The Sustainable Trade Initiative,ORG-030,,PDF,https://www.idhsustainabletrade.com/approach/production-protection/,,"IDH, The Sustainable Trade Initiative. (2017). Production, Protection & Inclusion (PPI) approach. https://www.idhsustainabletrade.com/approach/production-protection/","(IDH, 2017)",Verified,Reconciliation: Medium fuzzy score=0.486; title_score=0.474. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-037,https://www.idhsustainabletrade.com/approach/production-protection/,source_url,APA complete - public source URL
DOC-052,Batch 05,Mato-Grosso-State-Pci-Compact_SourceUp-Snapshot.pdf,Mato Grosso State Pci Compact SourceUp Snapshot,,IDH The Sustainable Trade Initiative,ORG-030,,PDF,https://www.idhsustainabletrade.com/,,"IDH, The Sustainable Trade Initiative. (n.d.). Mato Grosso State Pci Compact SourceUp Snapshot. https://www.idhsustainabletrade.com/","(IDH, n.d.)",Verified,,,,,,,,,,,https://www.idhsustainabletrade.com/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-053,Batch 06,HCSA-Toolkit-v2.0-Module-1-Introduction.pdf,HCSA Toolkit v2.0 Module 1 Introduction,,IDH The Sustainable Trade Initiative,ORG-030,,PDF,https://www.idhsustainabletrade.com/,,"IDH, The Sustainable Trade Initiative. (n.d.). HCSA Toolkit v2.0 Module 1 Introduction. https://www.idhsustainabletrade.com/","(IDH, n.d.)",Verified,,,,,,,,,,,https://www.idhsustainabletrade.com/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-054,Batch 04,Aceh-Landscape_SourceUp-Snapshot.pdf,Initiative Snapshot,,IDH The Sustainable Trade Initiative,ORG-030,,PDF,https://www.idhsustainabletrade.com/,,"IDH, The Sustainable Trade Initiative. (n.d.). Initiative Snapshot. https://www.idhsustainabletrade.com/","(IDH, n.d.)",Verified,,,,,,,,,,,https://www.idhsustainabletrade.com/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-055,Batch 07,Building-A-Jurisdictional-Approach-To-Climate-Smart-Re.pdf,Initiative Snapshot,,IDH The Sustainable Trade Initiative,ORG-030,,PDF,https://www.sourceup.org/initiatives/building-a-jurisdictional-approach-to-climate-smart-resilient-agricultural-landscapes-in-tocantins-brazil,,"IDH, The Sustainable Trade Initiative. (n.d.). Initiative Snapshot. https://www.sourceup.org/initiatives/building-a-jurisdictional-approach-to-climate-smart-resilient-agricultural-landscapes-in-tocantins-brazil","(IDH, n.d.)",Verified,,,,,,,,,,,https://www.sourceup.org/initiatives/building-a-jurisdictional-approach-to-climate-smart-resilient-agricultural-landscapes-in-tocantins-brazil,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-056,Batch 02,Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,Soja sem desmatamento nas entrelinhas: Um guia para transparência. Soja na Linha,2022.0,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,,PDF,Alternative PDF URL: https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,,Instituto de Manejo e Certificação Florestal e Agrícola. (2022). Soja sem desmatamento nas entrelinhas: Um guia para transparência. Soja na Linha. Alternative PDF URL: https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,"(Instituto de Manejo e Certificação Florestal e Agrícola, 2022)",Verified,Reconciliation: High URL filename score=1.0; title_score=0.613. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-040,Alternative PDF URL: https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,source_url,APA complete - public source URL
DOC-057,Batch 09,Diagramacao-Guia-Cadeira-de-Valor-da-Soja-w5104633-PT_ALT4.pdf,Guia para a cadeia de valor da soja: Interpretando os relatórios de progresso de traders para compras livres de desmatamento e de conversão. Soja na Linha,2022.0,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,,PDF,https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,,Instituto de Manejo e Certificação Florestal e Agrícola. (2022). Guia para a cadeia de valor da soja: Interpretando os relatórios de progresso de traders para compras livres de desmatamento e de conversão. Soja na Linha. https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,"(Instituto de Manejo e Certificação Florestal e Agrícola, 2022)",Verified,Reconciliation: High URL filename score=1.0; title_score=0.671. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-041,https://www.sojanalinha.org/wp-content/uploads/2024/07/Soja-sem-desmatamento-nas-entrelinhas-versao-online_w5111908.pdf,source_url,APA complete - public source URL
DOC-058,Batch 08,criterios--minimos-de-monitoramento-de-produtos-livres-de-desmatamento-e-conversao_dc.pdf,Protocolo de monitoramento de fornecedores de gado na Amazônia,2024.0,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,,PDF,https://www.boinalinha.org/wp-content/uploads/2025/03/Protocolo-Monitoramento-Gado-2ponto0-w5111720-ALT22-WEB.pdf,,Instituto de Manejo e Certificação Florestal e Agrícola. (2024). Protocolo de monitoramento de fornecedores de gado na Amazônia. https://www.boinalinha.org/wp-content/uploads/2025/03/Protocolo-Monitoramento-Gado-2ponto0-w5111720-ALT22-WEB.pdf,"(Instituto de Manejo e Certificação Florestal e Agrícola, 2024)",Verified,Reconciliation: Medium fuzzy score=0.556; title_score=0.025. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-010,https://www.boinalinha.org/wp-content/uploads/2025/03/Protocolo-Monitoramento-Gado-2ponto0-w5111720-ALT22-WEB.pdf,source_url,APA complete - public source URL
DOC-059,Batch 09,Minimum Criteria Booklet SOY - ENG.pdf,Minimum Criteria Booklet SOY ENG,,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,,PDF,https://www.imaflora.org/,,Instituto de Manejo e Certificação Florestal e Agrícola. (n.d.). Minimum Criteria Booklet SOY ENG. https://www.imaflora.org/,"(Instituto de Manejo e Certificação Florestal e Agrícola, n.d.)",Verified,,,,,,,,,,,https://www.imaflora.org/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-060,Batch 09,Minimum Criteria Booklet-CATTLE- ENG.pdf,Minimum Criteria Booklet CATTLE ENG,,IMAFLORA (Instituto de Manejo e Certificação Florestal e Agrícola),ORG-031,,PDF,https://www.imaflora.org/,,Instituto de Manejo e Certificação Florestal e Agrícola. (n.d.). Minimum Criteria Booklet CATTLE ENG. https://www.imaflora.org/,"(Instituto de Manejo e Certificação Florestal e Agrícola, n.d.)",Verified,,,,,,,,,,,https://www.imaflora.org/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-061,Batch 09,22190_attach_1.pdf,London Cocoa Grading & Warehouse keeping Procedures,2024.0,"Intercontinental Exchange, Inc. (ICE)",ORG-032,,PDF,https://www.ice.com/publicdocs/circulars/22190_attach_1.pdf,,"Intercontinental Exchange, Inc.. (2024). London Cocoa Grading & Warehouse keeping Procedures. https://www.ice.com/publicdocs/circulars/22190_attach_1.pdf","(Intercontinental Exchange, 2024)",Verified,"Reconciliation: High URL filename score=1.0; title_score=0.063. URL/filename match, but APA title appears inconsistent with PDF title; manual review recommended | One-to-one rerun: retained as the unique assignment for this PDF.",,,,,,,,,DOC-033,https://www.ice.com/publicdocs/circulars/22190_attach_1.pdf,source_url,APA complete - public source URL
DOC-062,Batch 09,24183_attach.pdf,Robusta Coffee Grading & Warehouse keeping Procedures,2024.0,"Intercontinental Exchange, Inc. (ICE)",ORG-032,,PDF,https://www.ice.com/publicdocs/circulars/24183_attach.pdf,,"Intercontinental Exchange, Inc.. (2024). Robusta Coffee Grading & Warehouse keeping Procedures. https://www.ice.com/publicdocs/circulars/24183_attach.pdf","(Intercontinental Exchange, 2024)",Verified,"Reconciliation: High URL filename score=1.0; title_score=0.067. URL/filename match, but APA title appears inconsistent with PDF title; manual review recommended | One-to-one rerun: retained as the unique assignment for this PDF.",,,,,,,,,DOC-034,https://www.ice.com/publicdocs/circulars/24183_attach.pdf,source_url,APA complete - public source URL
DOC-063,Batch 06,Collection of polygon data.pdf,Guidance on the collection of polygon location data,,iSEAL,ORG-033,,PDF,https://www.isealalliance.org/get-involved/resources/guidance-collection-polygon-location-data,,ISEAL. (n.d.). Guidance on the collection of polygon location data. https://www.isealalliance.org/get-involved/resources/guidance-collection-polygon-location-data,"(ISEAL, n.d.)",Verified,Reconciliation: High fuzzy score=0.675; title_score=0.791. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-043,https://www.isealalliance.org/get-involved/resources/guidance-collection-polygon-location-data,source_url,APA complete - public source URL
DOC-064,Batch 09,Whitepaper - How to connect LCA with Chain of Custody.pdf,Code of Good Practice for Sustainability Systems,2024.0,iSEAL,ORG-033,,PDF,https://www.isealalliance.org/what-we-do/credible-practice/iseal-code-good-practice-sustainability-systems,,ISEAL. (2024). Code of Good Practice for Sustainability Systems. https://www.isealalliance.org/what-we-do/credible-practice/iseal-code-good-practice-sustainability-systems,"(ISEAL, 2024)",Verified,Reconciliation: Medium fuzzy score=0.525; title_score=0.525. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-042,https://www.isealalliance.org/what-we-do/credible-practice/iseal-code-good-practice-sustainability-systems,source_url,APA complete - public source URL
DOC-065,Batch 04,ISEAL Code v1_1_ PDF.pdf,ISEAL Code v1 1 PDF,,iSEAL,ORG-033,,PDF,https://isealalliance.org/get-involved/resources,,ISEAL. (n.d.). ISEAL Code v1 1 PDF. https://isealalliance.org/get-involved/resources,"(ISEAL, n.d.)",Verified,,,,,,,,,,,https://isealalliance.org/get-involved/resources,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-066,Batch 08,Chain of Custody Models and Definitions v2 (2025).pdf,Chain of Custody Models and Definitions v2 (2025),2025.0,iSEAL,ORG-033,,PDF,https://isealalliance.org/get-involved/resources/iseal-guidance-chain-custody-models-and-definitions,,ISEAL. (2025). Chain of Custody Models and Definitions v2 (2025). https://isealalliance.org/get-involved/resources/iseal-guidance-chain-custody-models-and-definitions,"(ISEAL, 2025)",Verified,,,,,,,,,,,https://isealalliance.org/get-involved/resources/iseal-guidance-chain-custody-models-and-definitions,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-067,Batch 09,Making-Credible-Jurisdictional-Claims-Good-Practice-Guide-v1_1.pdf,Making Credible Jurisdictional Claims Good Practice Guide v1 1,,iSEAL,ORG-033,,PDF,https://isealalliance.org/get-involved/resources/making-credible-jurisdictional-claims-good-practice-guide-v11-2022,,ISEAL. (n.d.). Making Credible Jurisdictional Claims Good Practice Guide v1 1. https://isealalliance.org/get-involved/resources/making-credible-jurisdictional-claims-good-practice-guide-v11-2022,"(ISEAL, n.d.)",Verified,,,,,,,,,,,https://isealalliance.org/get-involved/resources/making-credible-jurisdictional-claims-good-practice-guide-v11-2022,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-068,Batch 09,LDC-DCF-Methodology_FINAL.pdf,LDC DCF Methodology FINAL,,Louis Dreyfus Company (LDC),ORG-034,,PDF,https://www.ldc.com/wp-content/uploads/LDC-DCF-Methodology_FINAL.pdf,,Louis Dreyfus Company. (n.d.). LDC DCF Methodology FINAL. https://www.ldc.com/wp-content/uploads/LDC-DCF-Methodology_FINAL.pdf,"(Louis Dreyfus Company, n.d.)",Verified,,,,,,,,,,,https://www.ldc.com/wp-content/uploads/LDC-DCF-Methodology_FINAL.pdf,source_url,APA complete - public source URL
DOC-069,Batch 06,Meridia Verify Supply Shed Modelling Guide v1.pdf,Meridia Verify Supply Shed Modelling Guide v1,,Meridia.Land,ORG-035,,PDF,https://www.meridia.land/downloads,,Meridia. (n.d.). Meridia Verify Supply Shed Modelling Guide v1. https://www.meridia.land/downloads,"(Meridia, n.d.)",Verified,,,,,,,,,,,https://www.meridia.land/downloads,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-070,Batch 08,678a3f100f51c39f8a90dda6_Meridia Farm Mapping Guide.pdf,Meridia Farm Mapping Guide,,Meridia.Land,ORG-035,,PDF,https://www.meridia.land/downloads/farm-mapping-guide,,Meridia. (n.d.). Meridia Farm Mapping Guide. https://www.meridia.land/downloads/farm-mapping-guide,"(Meridia, n.d.)",Verified,,,,,,,,,,,https://www.meridia.land/downloads/farm-mapping-guide,web_verified_or_official_filename_url_map,APA complete - public source URL
DOC-071,Batch 09,Operationalising DCF - Methodology and product v1.pdf,Operationalising DCF monitoring with Verify,,Meridia.Land,ORG-035,,PDF,https://www.meridia.land/downloads,,Meridia. (n.d.). Operationalising DCF monitoring with Verify. https://www.meridia.land/downloads,"(Meridia, n.d.)",Verified,,,,,,,,,,,https://www.meridia.land/downloads,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-072,Batch 09,Cooperatives and the state of field data quality for EUDR compliance.pdf,Cooperatives and the state of field data quality for EUDR compliance: Results of the Cavally Cocoa Farm Data Study (September 2022/November 2023),2024.0,"Meridia.Land,  RaboFoundation",ORG-047; ORG-035,,PDF,https://media.rabobank.com/m/6bcb9f27bf2b1b48/original/Cooperatives-and-the-state-of-field-data-quality-for-EUDR-compliance.pdf,,Rabo Foundation & Meridia. (2024). Cooperatives and the state of field data quality for EUDR compliance: Results of the Cavally Cocoa Farm Data Study (September 2022/November 2023). https://media.rabobank.com/m/6bcb9f27bf2b1b48/original/Cooperatives-and-the-state-of-field-data-quality-for-EUDR-compliance.pdf,"(Rabo Foundation, 2024)",Verified,Reconciliation: High URL filename score=1.0; title_score=0.738. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-045,https://media.rabobank.com/m/6bcb9f27bf2b1b48/original/Cooperatives-and-the-state-of-field-data-quality-for-EUDR-compliance.pdf,source_url,APA complete - public source URL
DOC-073,Batch 09,Visipec_Executive-Summary_English.pdf,VISIPEC: Executive Summary,2020.0,National Wildlife Federation (NWF),ORG-036,,PDF,https://visipec.com/wp-content/uploads/2020/10/Visipec_Executive-Summary_English.pdf,,National Wildlife Federation. (2020). VISIPEC: Executive Summary. https://visipec.com/wp-content/uploads/2020/10/Visipec_Executive-Summary_English.pdf,"(National Wildlife Federation, 2020)",Verified,Reconciliation: High URL filename score=1.0; title_score=1.0. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-047,https://visipec.com/wp-content/uploads/2020/10/Visipec_Executive-Summary_English.pdf,source_url,APA complete - public source URL
DOC-074,Batch 09,ndpe_irf_03_guidance.pdf,Guidance for refineries and other first aggregators: Using the IRF no-deforestation and no-peat template. NDPE Implementation Reporting Framework,2019.0,NDPE Implementation Reporting Framework,ORG-037,,PDF,https://www.ndpe-irf.net/technical,,NDPE Implementation Reporting Framework. (2019). Guidance for refineries and other first aggregators: Using the IRF no-deforestation and no-peat template. NDPE Implementation Reporting Framework. https://www.ndpe-irf.net/technical,"(NDPE Implementation Reporting Framework, 2019)",Verified,Reconciliation: Medium fuzzy score=0.526; title_score=0.526. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-048,https://www.ndpe-irf.net/technical,source_url,APA complete - public source URL
DOC-075,Batch 07,NEPCon-SOY-Argentinal-Risk-Assessment-EN-V2.pdf,NEPCon SOY Argentinal Risk Assessment EN V2,,NEPCON,ORG-044,,PDF,https://preferredbynature.org/,,Preferred by Nature. (n.d.). NEPCon SOY Argentinal Risk Assessment EN V2. https://preferredbynature.org/,"(Preferred by Nature, n.d.)",Verified,,,,,,,,,,,https://preferredbynature.org/,official_org_landing_page_fallback,APA complete - org landing page fallback; verify exact publication URL
DOC-076,Batch 07,AtSource_DFC_UserGuide_v2.pdf,Digital Footprint Calculator user guide: Estimating environmental impacts of Olam products. Powered by Quantis,,Olam International Group ,ORG-039,,PDF,https://footprint.atsource.io/assets/data/AtSource_DFC_UserGuide_v2.pdf,,Olam Group. (n.d.). Digital Footprint Calculator user guide: Estimating environmental impacts of Olam products. Powered by Quantis. https://footprint.atsource.io/assets/data/AtSource_DFC_UserGuide_v2.pdf,"(Olam Group, n.d.)",Verified,"Reconciliation: High URL filename score=1.0; title_score=0.122. URL/filename match, but APA title appears inconsistent with PDF title; manual review recommended | One-to-one rerun: retained as the unique assignment for this PDF.",,,,,,,,,DOC-009,https://footprint.atsource.io/assets/data/AtSource_DFC_UserGuide_v2.pdf,source_url,APA complete - public source URL
DOC-077,Batch 05,Orbify EUDR Guide 2024.pdf,A comprehensive EUDR Guide,2024.0,Orbify,ORG-040,,PDF,https://info.orbify.com/eudr-guide,,Orbify. (2024). A comprehensive EUDR Guide. https://info.orbify.com/eudr-guide,"(Orbify, 2024)",Verified,Reconciliation: High fuzzy score=0.659; title_score=0.4. | One-to-one rerun: retained as the unique assignment for this PDF.,,,,,,,,,DOC-084,https://info.orbify.com/eudr-guide,source_url,APA complete - public source URL
